Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Cellular Component	GO:0060293	germ plasm	 	1.236E-8	1.581E-5	7.530E-7	5.822E-6	15	22	TDRD6,PIWIL1,TDRKH,MAEL,MOV10L1,DDX4,ASZ1,PIWIL2,EXD1,TDRD1,TDRD7,CARHSP1,HENMT1,TDRD9,TDRD5
GO: Cellular Component	GO:0045495	pole plasm	 	1.236E-8	1.581E-5	7.530E-7	5.822E-6	15	22	TDRD6,PIWIL1,TDRKH,MAEL,MOV10L1,DDX4,ASZ1,PIWIL2,EXD1,TDRD1,TDRD7,CARHSP1,HENMT1,TDRD9,TDRD5
GO: Cellular Component	GO:0030990	intraciliary transport particle	 	3.489E-8	4.462E-5	2.006E-6	1.551E-5	176	837	MKKS,ADCY3,TRIM59,KIF17,TSGA10IP,CUL3,OFD1,LRRC46,DNAH17,SSNA1,CCDC181,CATSPERG,DNAH11,TTLL9,RAB11A,BBS4,RAB29,DAW1,NEURL1,CDK1,DNAAF1,CENPF,CETN1,IQCD,SNAP29,SLC9A3R1,TBC1D22A,MYO3B,CNGA3,POC1A,MYRIP,SPAG6,CEP57,SLC25A31,KIAA0586,DNAL1,DCTN1,CABYR,KIF19,DLD,DNAH8,WDPCP,ROPN1L,EYS,KCTD10,ABCC4,ESR2,TBC1D7,CCNO,SPTBN5,CEP78,ATP6V1D,DRC7,DCDC2,ATG7,FANK1,DYNC2LI1,MROH2B,RAB3IP,SSX2IP,CCT8,HSPB11,ATP8A2,TTC39C,DISC1,SDCCAG8,DRC1,SAXO1,RAB10,SLC9B1,SGSM3,GNAQ,NUP42,TBC1D8,GSTM3,CEP89,GUCY2D,CATSPERD,AKAP14,KIF24,HAUS8,HSP90AA1,CFAP74,CFAP221,LDHC,CCDC39,CFAP58,MAK,SPA17,CCDC113,RNF38,MYO7A,TMEM80,CCDC13,NEK1,CFAP77,TSPEAR,ODF2,PCM1,CCDC63,CFAP251,LRGUK,PIK3C3,SNX10,PKHD1,PLK1,STOML3,CNGB3,PRKAR2A,PSEN1,NDE1,CCDC172,CEP120,PTPRK,ULK4,SPAG16,RAB27A,TCTN1,RAN,ATG16L1,IFT57,DYNC2H1,DNAAF4,HAUS2,BBS10,IQCA1,CFAP94,MNS1,FSIP1,TBC1D2,GPR157,SCNN1A,PRCD,BBOF1,HAUS7,AMBRA1,ATG14,DZIP1,STIL,LYAR,KIFAP3,CCDC88A,SHANK2,GALNT11,PARVA,CEP152,DAAM1,CFAP44,SORD,SPATA7,CERKL,CLUAP1,CENPJ,NEDD1,AURKA,TBC1D1,HYLS1,CFAP206,RPGRIP1L,TCP11,TEKT5,DNAH7,GPR161,TIAM1,LRRC6,IQUB,EZR,YWHAE,RAB15,SLC26A6,DCDC2C,MDM1,PCDH15,DNAH10,IFT88,CCDC120
GO: Cellular Component	GO:1902494	catalytic complex	 	3.607E-8	4.614E-5	2.006E-6	1.551E-5	293	1536	MKKS,ABAT,ESS2,ACTL6A,ACVR1B,GATAD2B,BRAP,MTA3,CUL4A,CUL3,CUL1,SUPT3H,LEO1,PIK3R3,CWC22,PPP4R4,DNAH17,CCDC181,CATSPERG,DNAH11,SNX4,BARD1,CCNK,SAP30,POLR1F,POLR3D,BRCA1,BUB1B,BTRC,RNF8,CCNA2,CCNB1,CCNF,CCNH,USP14,CCNB2,CDK1,CDC20,CDK5,CDK7,CDK8,EFTUD2,CKS1B,CKS2,SLC9A3R1,MED7,ARMC8,BRMS1,POLR1A,ANAPC15,SYF2,RNF14,GNA14,SMCR8,TRPC4AP,KMT2B,JADE3,DNAL1,DCTN1,FBXL3,FBXL5,PSMD6,CABYR,FBXO25,FBXO10,SUPT7L,DKC1,DLD,DLST,DNAH8,RBX1,PPP4R1,RIOK1,EXOSC3,EXOSC1,FARSB,TAF3,NDUFAF1,KCTD10,GOLGA7,DYNC1LI1,MPHOSPH6,EN2,CRBN,ERCC2,ERH,BCAS2,SF3A1,ETFA,CCNO,F7,PCGF6,POP5,ANAPC7,TBPL2,DCDC2,MED10,DCUN1D5,CWC15,DTL,SLU7,POLR3F,POLR3G,PIAS4,TRMT6,TADA1,PELP1,DYNC2LI1,FRG1,MROH2B,PPIL1,POLD3,POLR3K,RPP40,DISC1,DRC1,SAXO1,SLC9B1,SUGT1,GCLM,GLDC,POP1,MSL3,SF3A3,PRPF19,GMPR,GNA12,GNAL,GNAQ,GNG3,GTF2A1L,ADRM1,GPR37,CECR2,WDR5,PRDM4,GSTM3,CBR4,KAT7,GLMN,GTF2E1,GTF2E2,GTF2F2,BAZ1A,KLHL2,CATSPERD,EXOSC8,AKAP14,NAA35,COMMD1,GTF2H5,DNAJB2,HSP90AA1,NKD1,CCNB3,FBXO27,JARID2,UBE2J2,CCDC39,ORMDL1,MCM3,SPA17,BRD7,RNF38,NDUFA7,NDUFA8,NDUFA10,NDUFAB1,NDUFB5,NDUFV3,NFRKB,FBXO15,ODF2,PCNA,CFAP251,PDK1,PNPT1,PIK3C3,KCTD5,PIK3CB,TAF7L,ANAPC4,INO80E,EXOSC9,POLD2,POLR2D,POLR2I,CCNJ,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R5D,PPP4C,PRIM1,PRIM2,PRKAR2A,PRPSAP1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,CCDC172,PAGR1,TEX10,PEX2,SPAG16,SAP130,RAD23B,RAD51C,RAN,RBBP4,RBBP5,DYNC2H1,RBBP7,GPATCH1,DPF2,RFC4,PIGU,TBL1XR1,WDR41,CFAP94,RPA2,CBLL1,CCNI2,MNS1,ATAD5,RRM2,SCNN1A,DCAF17,SEL1L,ZYG11A,ATG14,SKP1,SKP2,KDM4D,RBM22,POLR3B,SNW1,SMARCA2,OGDHL,SNRPB2,EXOSC7,SNRPD1,SNRPD3,MCCC2,DCUN1D4,GNG12,TADA2A,TAF4B,TAF5,TAF9,TBP,SATB2,TCP11,DYNLT1,TEKT5,DNAH7,FBXL16,TIAM1,POLR1E,ACTR6,RNF20,HEY2,KCTD2,CARHSP1,PDSS1,UBE2A,UBE2D3,UBE2E1,UBE2L3,UBE2V1,SMURF2,RMND5A,POLE4,SLC26A6,RAD18,DCDC2C,EXOSC5,ZNF217,XAB2,PRDM10,PDSS2,DNAH10,PDHX,CUL5,YEATS4,IFT88,UBE3D,GAN,NAA30,CBX8
GO: Cellular Component	GO:0005871	kinesin complex	 	3.901E-8	4.989E-5	2.079E-6	1.607E-5	25	56	KIF18A,STARD9,KIF17,KIF6,KIF1A,CENPE,KIF23,KIF20B,KIF19,KIF14,KIF20A,DISC1,KIF2C,KIF24,BORCS5,KIFC3,KIF11,KIF25,NDE1,KIF26B,KIFAP3,KIF13B,YWHAE,KIF4A,KIF15
GO: Cellular Component	GO:0005929	cilium	 	5.299E-8	6.778E-5	2.711E-6	2.096E-5	175	836	MKKS,ADCY3,KIF17,TSGA10IP,CUL3,OFD1,LRRC46,DNAH17,SSNA1,CCDC181,CATSPERG,DNAH11,TTLL9,RAB11A,BBS4,RAB29,DAW1,NEURL1,CDK1,DNAAF1,CENPF,CETN1,IQCD,SNAP29,SLC9A3R1,TBC1D22A,MYO3B,CNGA3,POC1A,MYRIP,SPAG6,CEP57,SLC25A31,KIAA0586,DNAL1,DCTN1,CABYR,KIF19,DLD,DNAH8,WDPCP,ROPN1L,EYS,KCTD10,ABCC4,ESR2,TBC1D7,CCNO,SPTBN5,CEP78,ATP6V1D,DRC7,DCDC2,ATG7,FANK1,DYNC2LI1,MROH2B,RAB3IP,SSX2IP,CCT8,HSPB11,ATP8A2,TTC39C,DISC1,SDCCAG8,DRC1,SAXO1,RAB10,SLC9B1,SGSM3,GNAQ,NUP42,TBC1D8,GSTM3,CEP89,GUCY2D,CATSPERD,AKAP14,KIF24,HAUS8,HSP90AA1,CFAP74,CFAP221,LDHC,CCDC39,CFAP58,MAK,SPA17,CCDC113,RNF38,MYO7A,TMEM80,CCDC13,NEK1,CFAP77,TSPEAR,ODF2,PCM1,CCDC63,CFAP251,LRGUK,PIK3C3,SNX10,PKHD1,PLK1,STOML3,CNGB3,PRKAR2A,PSEN1,NDE1,CCDC172,CEP120,PTPRK,ULK4,SPAG16,RAB27A,TCTN1,RAN,ATG16L1,IFT57,DYNC2H1,DNAAF4,HAUS2,BBS10,IQCA1,CFAP94,MNS1,FSIP1,TBC1D2,GPR157,SCNN1A,PRCD,BBOF1,HAUS7,AMBRA1,ATG14,DZIP1,STIL,LYAR,KIFAP3,CCDC88A,SHANK2,GALNT11,PARVA,CEP152,DAAM1,CFAP44,SORD,SPATA7,CERKL,CLUAP1,CENPJ,NEDD1,AURKA,TBC1D1,HYLS1,CFAP206,RPGRIP1L,TCP11,TEKT5,DNAH7,GPR161,TIAM1,LRRC6,IQUB,EZR,YWHAE,RAB15,SLC26A6,DCDC2C,MDM1,PCDH15,DNAH10,IFT88,CCDC120
GO: Cellular Component	GO:0005739	mitochondrion	 	6.192E-8	7.919E-5	3.046E-6	2.355E-5	345	1866	AARS1,ABAT,ACAA1,ACACA,ACADS,PNPLA4,MRS2,TIMM23,ISCA2,PARP1,ADSL,ALAS1,ALDH9A1,TRMT5,SLC25A5,GPAM,C6orf136,ARG2,STPG1,TP63,CAPRIN2,ATIC,GLYATL1B,VAMP8,ATP5F1A,ATP6V1E1,GBF1,RAB11A,SLC25A26,NUDT8,BDH1,BDNF,BID,BIK,ALKBH1,BNIP1,BNIP3,BRCA1,SYNJ2,RAB29,WASF1,KYNU,NGB,CCNB1,TAMM41,AIFM1,CD36,MYOM2,CDK1,MFHAS1,ANKRD37,GTF3C4,CKMT2,PRODH2,LONP1,CNP,RRM2B,CPOX,NGDN,CRY1,REXO2,CRYM,BRI3BP,MTFR1,POLDIP2,EMC2,SLC25A31,NOS1AP,ATPAF2,COX20,CYP2E1,ABCA12,CYP24A1,DLGAP5,MRPL19,ECI1,DDX1,TOMM70,MFN2,DLD,DLST,SARDH,BCL2L10,MTERF3,PRELID3B,DNM1L,E2F1,MRPS18C,COX17,TSFM,PPIF,YARS2,MRPL2,LRPPRC,TRAP1,TIMM10,TRNT1,SH3GLB1,NDUFAF1,LACTB2,RMDN1,OXNAD1,EPHA4,MRPS31,TIMM17B,GLRX5,ERBB4,ESR2,MRPL37,ETFA,MRPL30,EMC8,EYA2,MRPL35,ACSL3,GLYATL1,PCBD2,ACAD11,ECI2,FH,FHIT,RHBDD1,NSUN4,PITRM1,ATG7,TRIAP1,CWC15,SLC25A33,FPGS,OLFM4,CHCHD6,MTFP1,VPS25,NT5DC3,LIPT1,MTOR,SLC25A39,DCTN6,GHITM,MRPS23,C15orf48,MRPS33,CDK5RAP1,STYXL1,MPC1,MGME1,GAD1,TRMT10B,GLS2,DISC1,GARS1,GFER,ADAM28,BCLAF3,APEX2,DGAT2,GCLM,GLDC,TOMM34,LIPT2,MCAT,ACOT2,GPT2,IMMT,SLC27A2,TDRKH,MPV17L2,GPX1,RTN4IP1,HIBADH,GRSF1,CBR4,RPUSD4,AIFM2,CEP89,FAM136A,ANXA10,HAGH,HADHA,POLG2,SLC25A19,HCCS,COX6B2,GPN1,TUSC2,MRPS35,MYL10,HSPA4,HSP90AA1,NLRP5,OXLD1,LGALS12,CMC4,JARID2,RMDN2,BOLA3,GTPBP10,SFXN5,PSTK,MXD1,MIPEP,MRPL42,TMEM14A,MACROD1,MRPL13,MSRA,MRPL18,NDUFAF4,PLD6,MX1,NARS1,NCBP1,NDUFA7,NDUFA8,NDUFA10,NDUFAB1,NDUFB5,NDUFV3,NEFH,NOS1,YBEY,SIAH3,MRPL39,OTC,PCCA,PCCB,PDK1,GDAP1,PFDN2,ABCB1,PNPT1,UBIAD1,APOO,MRPL55,POU5F1,NMNAT3,PPP2R2B,CRLS1,MAPK8,MAP2K1,KLK6,PSEN1,PTEN,PTS,TMEM70,ABCD3,PPP2R3C,PTCD3,RAD51,RAD51C,MRPL20,RAP1GDS1,RARS1,FASTKD1,HEATR1,CCDC51,MTPAP,RGS2,ARMC1,RMDN3,COX8C,PRR5L,ABHD10,CHDH,HJURP,L2HGDH,RDH13,DGLUCY,MAPK12,PRELID2,FDX2,PLIN5,MTIF3,UXS1,AMBRA1,OPA3,COQ10B,SLC3A1,GRPEL1,SLC8A1,VPS35,MRPS14,COA1,AGK,OGDHL,DHX32,MTFR2,COASY,SOD1,SORD,SPATA7,SPR,PERP,GOLPH3,MCCC2,PDF,TAT,DOK7,PPP1R13B,DYNLT1,PRDX2,LARS2,GSDMC,TFAP2C,TDRD7,CYB5B,ISCU,TPO,DDAH1,PDSS1,ACOT9,TYMS,UBB,UNG,ATPAF1,VDAC1,CEP85,ASAH2,TRIM39,ETNPPL,YWHAE,YWHAH,CLYBL,MRPS11,MRPS9,MRPL38,MRPL1,NDRG4,MRPL44,AGPAT4,ZNF217,MFF,NT5M,CSDE1,SDHAF3,CIAPIN1,IMMP1L,RARS2,TIGAR,PDSS2,ISCA1,LYRM4,ADCK1,PDHX,AKAP1
GO: Cellular Component	GO:0000940	condensed chromosome outer kinetochore	 	7.134E-8	9.125E-5	3.380E-6	2.613E-5	12	16	BUB1,BUB1B,CCNB1,CENPE,CENPF,BOD1,NDC80,PLK1,SPDL1,NUP133,SKA1,SKA3
GO: Cellular Component	GO:0042555	MCM complex	 	8.083E-8	1.034E-4	3.565E-6	2.756E-5	24	54	CDC45,TIMELESS,BCAS2,GINS4,GINS2,POLD3,MCM8,PRPF19,WDHD1,MCM2,MCM3,MCM4,MCM5,MCM7,PCNA,ETAA1,POLD2,PRIM1,PRIM2,TIPIN,RPA2,MCMBP,ORC3,MMS22L
GO: Cellular Component	GO:0097373	MCM core complex	 	8.083E-8	1.034E-4	3.565E-6	2.756E-5	24	54	CDC45,TIMELESS,BCAS2,GINS4,GINS2,POLD3,MCM8,PRPF19,WDHD1,MCM2,MCM3,MCM4,MCM5,MCM7,PCNA,ETAA1,POLD2,PRIM1,PRIM2,TIPIN,RPA2,MCMBP,ORC3,MMS22L
GO: Cellular Component	GO:0000800	lateral element	 	2.109E-7	2.697E-4	8.991E-6	6.951E-5	12	17	SYCP2L,BRCA1,BRCA2,SMC3,SYCP3,MEI4,SYCP2,STAG3,SMC1B,INCENP,RAD21L1,RAD51
GO: Cellular Component	GO:0032838	plasma membrane bounded cell projection cytoplasm	 	2.313E-7	2.959E-4	9.544E-6	7.379E-5	85	347	MKKS,AKR1B1,KIF17,CUL3,AP3B1,DNAH17,TMEM108,CCDC181,CATSPERG,DNAH11,KIF1A,WASF1,DNAAF1,CENPF,SLC9A3R1,SPAG6,DNAL1,CABYR,KIF19,DLG2,DNAH8,WDPCP,SPTBN5,DCDC2,ATG7,DYNC2LI1,MROH2B,DRC1,SAXO1,SLC9B1,GRIK2,GSTM3,CATSPERD,AKAP14,HSP90AA1,CFAP74,BORCS5,CFAP221,CCDC39,MAK,MAP6,SPA17,RNF38,NEFL,ODF2,CCDC63,CFAP251,PIK3C3,PRKAR2A,MAPK8,MAP2K1,CCDC172,SPAG16,RAB27B,RAN,ATG16L1,IFT57,DYNC2H1,IQCA1,CFAP94,ZC3H14,MNS1,SCNN1A,AMBRA1,ATG14,KIFAP3,CFAP44,SOD1,SPATA7,CLUAP1,SPAST,STAU1,CFAP206,RPGRIP1L,TCP11,TEKT5,DNAH7,TIAM1,UCHL1,SLC26A6,DCDC2C,KIF4A,DNAH10,IFT88,AP3B2
GO: Cellular Component	GO:0005930	axoneme	 	2.540E-7	3.248E-4	9.921E-6	7.670E-5	65	244	MKKS,KIF17,CUL3,DNAH17,CCDC181,CATSPERG,DNAH11,DNAAF1,CENPF,SLC9A3R1,SPAG6,DNAL1,CABYR,KIF19,DNAH8,WDPCP,SPTBN5,DCDC2,ATG7,DYNC2LI1,MROH2B,DRC1,SAXO1,SLC9B1,GSTM3,CATSPERD,AKAP14,HSP90AA1,CFAP74,CFAP221,CCDC39,MAK,SPA17,RNF38,ODF2,CCDC63,CFAP251,PIK3C3,PRKAR2A,CCDC172,SPAG16,RAN,ATG16L1,IFT57,DYNC2H1,IQCA1,CFAP94,MNS1,SCNN1A,AMBRA1,ATG14,KIFAP3,CFAP44,SPATA7,CLUAP1,CFAP206,RPGRIP1L,TCP11,TEKT5,DNAH7,TIAM1,SLC26A6,DCDC2C,DNAH10,IFT88
GO: Cellular Component	GO:0000808	origin recognition complex	 	2.560E-7	3.274E-4	9.921E-6	7.670E-5	23	53	CDC45,TIMELESS,BCAS2,GINS4,GINS2,POLD3,PRPF19,WDHD1,MCM2,MCM3,ORC1,ORC4,ORC5,PCNA,ETAA1,POLD2,PRIM1,PRIM2,TIPIN,RPA2,ORC6,ORC3,MMS22L
GO: Cellular Component	GO:0097014	ciliary plasm	 	2.982E-7	3.814E-4	1.122E-5	8.673E-5	65	245	MKKS,KIF17,CUL3,DNAH17,CCDC181,CATSPERG,DNAH11,DNAAF1,CENPF,SLC9A3R1,SPAG6,DNAL1,CABYR,KIF19,DNAH8,WDPCP,SPTBN5,DCDC2,ATG7,DYNC2LI1,MROH2B,DRC1,SAXO1,SLC9B1,GSTM3,CATSPERD,AKAP14,HSP90AA1,CFAP74,CFAP221,CCDC39,MAK,SPA17,RNF38,ODF2,CCDC63,CFAP251,PIK3C3,PRKAR2A,CCDC172,SPAG16,RAN,ATG16L1,IFT57,DYNC2H1,IQCA1,CFAP94,MNS1,SCNN1A,AMBRA1,ATG14,KIFAP3,CFAP44,SPATA7,CLUAP1,CFAP206,RPGRIP1L,TCP11,TEKT5,DNAH7,TIAM1,SLC26A6,DCDC2C,DNAH10,IFT88
GO: Cellular Component	GO:0005657	replication fork	 	3.096E-7	3.960E-4	1.131E-5	8.748E-5	28	73	CDC45,TIMELESS,CHEK1,DNMT1,BCAS2,GINS4,GINS2,POLD3,PRPF19,WDHD1,MCM3,MRE11,UHRF1,PCNA,ETAA1,POLD2,PRIM1,PRIM2,TIPIN,RAD51C,RAD51B,RFC3,RFC4,RFC5,RPA2,XRCC2,RAD18,MMS22L
GO: Cellular Component	GO:0005759	mitochondrial matrix	 	8.628E-7	1.104E-3	3.065E-5	2.370E-4	107	478	ABAT,ACADS,ISCA2,ALAS1,TRMT5,SLC25A5,ARG2,ATP5F1A,BDH1,BRCA1,CCNB1,CDK1,LONP1,REXO2,POLDIP2,MRPL19,ECI1,DLD,DLST,SARDH,MRPS18C,TSFM,PPIF,YARS2,MRPL2,LRPPRC,TRAP1,TRNT1,NDUFAF1,LACTB2,MRPS31,GLRX5,ERBB4,MRPL37,ETFA,MRPL30,MRPL35,FH,NSUN4,PITRM1,FPGS,LIPT1,MRPS23,MRPS33,STYXL1,GLS2,GARS1,GLDC,LIPT2,MCAT,ACOT2,GPT2,MPV17L2,GPX1,HIBADH,GRSF1,CBR4,RPUSD4,HAGH,HADHA,POLG2,MRPS35,MIPEP,MRPL42,MRPL13,MRPL18,NDUFA7,NDUFA10,NDUFAB1,MRPL39,OTC,PCCA,PCCB,PDK1,MRPL55,NMNAT3,RAD51,MRPL20,ABHD10,DGLUCY,FDX2,GRPEL1,MRPS14,OGDHL,COASY,SOD1,MCCC2,LARS2,TDRD7,ISCU,PDSS1,ACOT9,TYMS,VDAC1,ETNPPL,MRPS11,MRPS9,MRPL38,MRPL1,MRPL44,NT5M,SDHAF3,RARS2,PDSS2,ISCA1,LYRM4,PDHX
GO: Cellular Component	GO:0099513	polymeric cytoskeletal fiber	 	9.833E-7	1.258E-3	3.399E-5	2.628E-4	248	1313	MKKS,KIF18A,NCKAP5,TENM2,ADD3,STARD9,BFSP2,AKR1B1,KIF17,CUL3,SLAIN2,KIF6,ANXA2,CAMSAP3,GAS7,BIRC5,SHTN1,SHROOM2,DNAH17,UNC5C,CCDC181,CATSPERG,DNAH11,ATP6V1B2,ATP6V1E1,KIF1A,TTLL9,RAB11A,SYNJ1,SYNJ2,BYSL,TRPA1,MAP7,PRC1,INA,PDLIM1,CD36,CDK1,DNAAF1,CDK5,AURKB,DLGAP2,CENPE,CENPF,BOD1,SLC9A3R1,MYO3B,CNP,KIF23,SLC4A7,SPAG6,KIF20B,NGDN,ATP6V0A4,CEP57,KNTC1,DNAL1,DCTN1,CABYR,KIF19,KIF14,DLG1,DMD,DNAH8,DPEP1,DYRK1A,DNM1L,WDPCP,KIF20A,NARF,ACE2,LRPPRC,RMDN1,FARP1,DYNC1LI1,CKAP2,EPHA4,NUSAP1,APC2,KATNB1,EVPL,KATNAL1,REEP2,SPTBN5,HOOK1,CAMSAP1,DCDC2,LIMA1,NEBL,ATG7,GTSE1,NCKIPSD,CCT2,SPAG5,DYNC2LI1,MROH2B,CCT8,PTGES3,GIPC1,GAP43,DISC1,DRC1,SAXO1,TUBGCP4,B4GALT1,SLC9B1,GNA12,DCLK2,KIF2C,TLK2,TUBA1C,LMNB2,KATNA1,SLC7A9,GSTM3,KLHL2,CATSPERD,AKAP14,KIF24,HAUS8,HSP90AA1,CFAP74,PLB1,INCENP,ITGA6,ANKS4B,ITPR3,CFAP221,KIFC3,KIF11,KIF25,KRT15,KRT16,KRT32,RMDN2,CCDC39,LMNB1,LRP2,MAK,MAP6,SPA17,MPP1,MTM1,RNF38,RACGAP1,MYH10,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,CCDC50,NEFM,NEFH,NEFL,GAS2L3,TSPEAR,ODF2,CCDC63,PCP4,CFAP251,PDZK1,PIK3C3,PIK3CB,ASPM,PLK1,PLS1,POLB,SLC6A20,PRKAR2A,MAP2K1,NDE1,BCAS3,CCDC172,SPAG16,RAN,ATG16L1,ODF3L2,IFT57,DYNC2H1,KIF26B,HAUS2,RMDN3,IQCA1,CFAP94,TUBAL3,MNS1,TUBA3E,CLIP1,FMN1,SCNN1A,HAUS7,AMBRA1,ATG14,SLC3A1,WDR47,KIFAP3,SLC8A1,SHANK2,SLC15A1,CCT5,SLC19A1,ENAH,TPX2,DAAM1,REEP4,CFAP44,SPATA7,CLUAP1,CENPJ,SPAST,BIN3,RCC2,ABRAXAS2,AURKA,AURKC,CYFIP1,GNG12,COBL,CFAP206,MTUS2,TBCA,KIF13B,RPGRIP1L,TCP1,TCP11,DYNLT1,TEKT5,DNAH7,TIAM1,SKA1,CEP57L1,AMOT,EZR,CORO2A,YES1,SLC26A6,DCDC2C,MDM1,EML6,KIF4A,KIF15,PCDH15,DNAH10,FZD3,CUBN,IFT88,SKA3
GO: Cellular Component	GO:0000778	condensed nuclear chromosome kinetochore	 	1.054E-6	1.348E-3	3.546E-5	2.742E-4	11	16	BUB1,BUB1B,CCNB1,CENPA,CENPE,NUF2,NDC80,PLK1,CENPO,DSN1,CENPK
GO: Cellular Component	GO:0071546	pi-body	 	1.421E-6	1.817E-3	4.659E-5	3.602E-4	7	7	TDRKH,MOV10L1,DDX4,ASZ1,PIWIL2,TDRD1,TDRD5
GO: Cellular Component	GO:0099512	supramolecular fiber	 	1.885E-6	2.411E-3	6.029E-5	4.661E-4	280	1522	MKKS,KIF18A,NCKAP5,TENM2,ADD3,STARD9,BFSP2,AKR1B1,KIF17,CUL3,SLAIN2,KIF6,MYH7B,ANXA2,CAMSAP3,GAS7,BIRC5,SHTN1,SHROOM2,DNAH17,UNC5C,CCDC181,CATSPERG,DNAH11,ATP6V1B2,ATP6V1E1,MYH13,KIF1A,TTLL9,RAB11A,SYNJ1,SYNJ2,BYSL,CACNA1D,TRPA1,MAP7,PRC1,INA,PDLIM1,CD36,MYOM2,CDK1,DNAAF1,CDK5,AURKB,DLGAP2,CENPE,CENPF,CFL2,BOD1,SLC9A3R1,MYO3B,CNP,KIF23,SLC4A7,SPAG6,KIF20B,NGDN,ATP6V0A4,CEP57,NOS1AP,KNTC1,DNAL1,DCTN1,CABYR,FBXO22,ANKRD2,KIF19,KIF14,DLG1,DMD,DNAH8,DPEP1,DNAJB6,DYRK1A,DNM1L,WDPCP,KIF20A,NARF,ACE2,LRPPRC,RMDN1,FARP1,DYNC1LI1,CKAP2,EPHA4,NUSAP1,APC2,KATNB1,EVPL,KATNAL1,REEP2,SPTBN5,HOOK1,CAMSAP1,DCDC2,LIMA1,NEBL,ATG7,GLRX3,GTSE1,NCKIPSD,CCT2,SPAG5,DYNC2LI1,FRG1,MROH2B,CCT8,ABLIM2,PTGES3,GIPC1,GAP43,DISC1,DRC1,SAXO1,TUBGCP4,B4GALT1,SLC9B1,GNA12,DCLK2,KIF2C,TLK2,TUBA1C,LMNB2,GRIN2B,KATNA1,SLC7A9,GSTM3,KLHL2,CATSPERD,AKAP14,KIF24,HAUS8,HSP90AA1,CFAP74,PLB1,INCENP,ITGA6,ANKS4B,ITPR3,CFAP221,KCNN2,KIFC3,KIF11,KIF25,KRT15,KRT16,KRT32,RMDN2,CCDC39,LMNB1,LRP2,MAK,MAP6,SPA17,MFAP1,MPP1,MTM1,RNF38,RACGAP1,MYH3,MYH8,MYH10,MYL1,MYO1E,MYO5B,MYO7A,MYO7B,MYO10,CCDC50,NEB,NEFM,NEFH,NEFL,NOS1,GAS2L3,TSPEAR,ODF2,CCDC63,PCP4,CFAP251,PDZK1,TMOD2,PARVB,PIK3C3,PIK3CB,ASPM,PLK1,PLS1,POLB,SLC6A20,PRKAR2A,MAP2K1,NDE1,BCAS3,PSMA6,CCDC172,PYGM,SPAG16,RAN,ATG16L1,ODF3L2,IFT57,DYNC2H1,KIF26B,HAUS2,RMDN3,IQCA1,CFAP94,TUBAL3,MNS1,TUBA3E,CLIP1,RYR3,FMN1,SCNN1A,HAUS7,AMBRA1,FHOD3,ATG14,SLC3A1,WDR47,KIFAP3,HABP4,SLC8A1,SHANK2,SLC15A1,CCT5,SLC19A1,ENAH,TPX2,PARVA,MYH15,DAAM1,REEP4,CFAP44,SPATA7,CLUAP1,CENPJ,SPAST,BIN3,RCC2,ABRAXAS2,AURKA,AURKC,CYFIP1,GNG12,COBL,CFAP206,MTUS2,TBCA,KIF13B,RPGRIP1L,TCP1,TCP11,DYNLT1,TEKT5,DNAH7,LMOD3,TIAM1,SKA1,CEP57L1,AMOT,EZR,CORO2A,YES1,JPH1,SLC26A6,DCDC2C,MDM1,EML6,KIF4A,KIF15,PCDH15,DNAH10,FZD3,CUBN,FXR1,IFT88,SKA3
GO: Cellular Component	GO:0030496	midbody	 	2.238E-6	2.863E-3	6.982E-5	5.398E-4	49	177	ANXA2,BIRC5,RNF8,PRC1,CDK1,AURKB,CENPE,CENPF,WIZ,KIF23,KIF20B,KIF14,USP3,ECT2,KIF20A,SH3GLB1,TXNDC9,ERH,APC2,KATNB1,SPAG5,RAB11FIP4,NTNG2,ZNF330,KATNA1,CIT,ZFYVE19,INCENP,MAK,RACGAP1,MYH10,PIK3C3,ANLN,PIK3CB,ASPM,PLK1,EXOC6,RAN,RAP2A,CDCA8,CEP55,NAT10,SPAST,RCC2,ABRAXAS2,AURKA,AURKC,TSG101,KIF4A
GO: Cellular Component	GO:0072686	mitotic spindle	 	2.611E-6	3.339E-3	7.951E-5	6.147E-4	35	111	KIF18A,MAD1L1,RAE1,SMC3,CDK1,AURKB,CENPE,KIF23,KIF20B,ESPL1,ECT2,NUSAP1,TACC3,DCDC2,SPAG5,RTRAF,KATNA1,CKAP2L,KDF1,KIF11,RMDN2,MAD2L1,MAK,RACGAP1,ASPM,PKHD1,GPSM2,TBL1XR1,TPX2,RCC2,AURKA,TADA2A,SKA1,FAM83D,AAAS
